;name;city;min_salary;max_salary;company;published_at;min_experience;max_experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
46;Программист-разработчик;Москва;;80000.0;ИТЕРАНЕТ;2019-11-20T10:30:15+0300;0;0;Полный день;Полная занятость;Программист-разработчик (возможно, выпускник профильного ВУЗа с минимальным опытом работы) Обязанности:   Сопровождение внедренных решений. Разработка дополнительных модулей. Участие в проектах по внедрению новых решений с участием внешних Подрядчиков. Тестирование решений Документирование. Взаимодействие с пользователями.  Требования:  Готовы принять на работу начинающего специалиста с минимальным опытом. Законченное высшее образование не ниже уровня специалист (техническое, профильное). Возможно, выпускник магистратуры текущего учебного года при возможности работать полный рабочий день. Высокий средний балл по диплому. Можем рассмотреть студента последнего курса магистратуры с условием возможности совмещения работы и учебы. Знание основ программирования. Опыт разработки на любом из языков в рамках учебных курсов (курсовые, диплом) и хотя бы минимальный в профессиональной деятельности. Отсутствие ограничений для оформления допуска к сведениям, составляющим государственную тайну (3, 2 форма). Или наличие допуска соответствующих форм. Креативность, готовность обучаться, ответственность, дисциплинированность.  Условия:  Работа на территории партнера - государственной организации. Территориально - ст. метро Юго-Западная, далее - 15 минут автобусом. Возможность обучения за счет работодателя. Отсрочка от призыва на срочную военную службу для военнообязанных Интересные проекты. График работы: пятидневка. Официальное трудоустройство по ТК Белая заработная плата. Социальный пакет.  Уважаемые соискатели! Если в вашем резюме нет информации о знаниях в области программирования и о среднем балле по диплому, просьба включать эту информацию в сопроводительное письмо.;  Работа на территории партнера - государственной организации. Территориально - ст. метро Юго-Западная, далее - 15 минут автобусом. Возможность обучения за счет работодателя. Отсрочка от призыва на срочную военную службу для военнообязанных Интересные проекты. График работы: пятидневка. Официальное трудоустройство по ТК Белая заработная плата. Социальный пакет.  Уважаемые соискатели! Если в вашем резюме нет информации о знаниях в области программирования и о среднем балле по диплому, просьба включать эту информацию в сопроводительное письмо.;"Готовы принять на работу начинающего специалиста с минимальным опытом. Законченное высшее образование не ниже уровня &quot;специалист&quot; (техническое, профильное). ";Сопровождение внедренных решений. Разработка дополнительных модулей. Участие в проектах по внедрению новых решений с участием внешних Подрядчиков. Тестирование решений. Документирование. ;
49;Backend-разработчик;Тюмень;50000.0;75000.0;АРКОНС ГРУПП;2019-11-19T11:01:43+0300;1;3;Полный день;Полная занятость;"Приглашаем в наш молодой коллектив талантливого и опытного PHP-разработчика. Мы ищем ответственного специалиста, который работает на результат, а не просто отсиживается в офисе. Проекты компании растут, ты будешь работать c текущими и новыми:  Два сайта компании, которые входят в ТОП-10 по России. Развитие и доработка корпоративной CRM-системы. Участие в крупных российских и международных проектах.  Твою работу будет видеть вся страна и не только! От тебя мы ждем: - опыт разработки на php 7 (понимание основных паттернов проектирования и применение их на практике);- опыт работы с SOAP и REST запросами- опыт интеграции со сторонними сервисами через API- умение работать с пакетными менеджерами composer- знание и опыт работы с SQL базами данных – join’ы, понимать принцип работы индексов, уметь оптимизировать запросы;- опыт работы с GIT (если что – научим)- знание и опыт верстки HTML5 / CSS3 (LESS/SASS)- знание и опыт работы с Bootstrap 4 / JavaScript (jQuery) Работая с нами, ты получишь:  Официальное оформление в штат молодой, но стабильной компании (на рынке с 2014 г.). Интересные проекты в высокоприбыльных сферах. Условия для профессионального и финансового роста. Отличную работу мы поощряем обучением за счет компании. Оплачиваем результаты, а не просто время, проведенное в офисе (по системе KPI). Современный офис в деловом центре города и комфортабельное рабочее место с шустрым компьютером. Гибкий график, который можно скорректировать, сместить обед и даже при необходимости поработать из дома.   ";;Твою работу будет видеть вся страна и не только! - опыт разработки на php 7 (понимание основных паттернов проектирования и применение...;Развитие и доработка корпоративной CRM-системы.;"JavaScript; jQuery; Less; HTML5; CSS3"
23;Младший программист С++;Санкт-Петербург;73000.0;73000.0;ЗАВОД ГОРЭЛТЕХ;2019-11-19T12:50:22+0300;1;3;Полный день;Полная занятость;"Обязанности:  разработка программ на C/C++ под Windows; поддержка и доработка существующего ПО; участие в разработке программной документации.  Требования:  С++, OpenGL, ООП; знание основных шаблонов проектирования; MSVC, знание Embarcadero Rad Studio, SQL , Git - желательно..  Условия:  оформление по ТД; график работы - 5/2; испытательный срок - 3 месяца; бесплатный комплексный обед, чай/кофе в свободном доступе ; Развозка от ст.м. Ломоносовская, ул. Дыбенко, Купчино, Сестрорецк. ";"  оформление по ТД; график работы - 5/2; испытательный срок - 3 месяца; бесплатный комплексный обед, чай/кофе в свободном доступе ; Развозка от ст.м. Ломоносовская, ул. Дыбенко, Купчино, Сестрорецк. ";С++, OpenGL, ООП. Знание основных шаблонов проектирования. MSVC, знание Embarcadero Rad Studio, SQL , Git - желательно..;Разработка программ на C/C++ под Windows. Поддержка и доработка существующего ПО. Участие в разработке программной документации.;"ООП; SQL; MS Visual Studio; Windows 7; Microsoft Visual Studio"
18;Web-программист / Web-разработчик / PHP-программист Junior;Москва;40000.0;70000.0;РусВент МСК;2019-11-20T16:46:41+0300;1;3;Полный день;Полная занятость;"Обязанности:  Сопровождение сайта компании и административной панели; Поддержка старого и разработки нового функционала; Настройки обменов системы с внутренними и сторонними (1С, Яндекс.Касса и т.п.) Работа с контентом, подразумевающая знание SQL.  Требования:  Опыт работы в области web-программирования от полугода; Желание и умение разбираться в чужом коде; Владение PHP7, умение писать компактный, соответствующий PSR ООП код, придерживаясь принципов KISS, DRY, SOLID; PosgreSQL - иметь представление сложных, вложенных запросах, агрегатных функциях, регулярных выражениях, знать, что такое индексы, триггеры, функции, материализованные представления; HTML, CSS - кросс-браузерная адаптивная верстка; JavaScript – нативный JS и jQuery, замыкания, прототипы; Умение растащить макет в Adobe Photoshop; Способность решать нестандартные задачи, хорошая обучаемость, организованность, грамотное планирование своей работы, выполнение поставленных задач в срок.  Плюсом будет:  опыт в адаптивной вёрстке и Bootstrap; знание базовых паттернов программирования и желание их использовать; базовые знания unix-систем (bash).  Условия:  Работа в динамично развивающейся торговой оптово-розничной компании место работы – м. Тушинская (от метро выделенная полоса, 5-10 мин. общественным транспортом), м. Волоколамская (15 мин. пешком) или м. Мякинино (20 мин. пешком); график работы: 5/2 (с 9:30 до 18); окончательная заработная плата, по результатам собеседования; испытательный срок (1 мес.); оформление по ТК РФ; оплата 2 раза в месяц; система бонусов. ";"  Работа в динамично развивающейся торговой оптово-розничной компании место работы – м. Тушинская (от метро выделенная полоса, 5-10 мин. общественным транспортом), м. Волоколамская (15 мин. пешком) или м. Мякинино (20 мин. пешком); график работы: 5/2 (с 9:30 до 18); окончательная заработная плата, по результатам собеседования; испытательный срок (1 мес.); оформление по ТК РФ; оплата 2 раза в месяц; система бонусов. ";Опыт работы в области web-программирования от полугода. Желание и умение разбираться в чужом коде. Владение PHP7, умение писать...;Сопровождение сайта компании и административной панели. Поддержка старого и разработки нового функционала. Настройки обменов системы с внутренними и сторонними (1...;
77;Junior программист С#;Москва;55000.0;70000.0;АРМО, ГК;2019-11-19T12:52:06+0300;0;0;Полный день;Полная занятость;"Обязанности:  Разработка новой функциональности Анализ существующего кода (поиск и выявление ошибок) Тестирование написанного кода.  Требования:  Знание C# Понимание принципов ООП Английский язык на уровне чтения технической документации Готовность выполнить тестовое задание.  Условия:  оклад обсуждается на собеседовании, премии по итогам работы, оформление по ТК‚ отпускные‚ больничные по ТК; добровольное медицинское страхование (включая стоматологию); график работы: 5/2 с 8-30 до 17-30; дружный коллектив‚ стабильность, обучение, профессиональный рост. ";"  оклад обсуждается на собеседовании, премии по итогам работы, оформление по ТК‚ отпускные‚ больничные по ТК; добровольное медицинское страхование (включая стоматологию); график работы: 5/2 с 8-30 до 17-30; дружный коллектив‚ стабильность, обучение, профессиональный рост. ";Знание C#. Понимание принципов ООП. Английский язык на уровне чтения технической документации. Готовность выполнить тестовое задание.;Разработка новой функциональности. Анализ существующего кода (поиск и выявление ошибок). Тестирование написанного кода.;
14;HTML-верстальщик / Frontend - разработчик;Санкт-Петербург;55000.0;70000.0;Диджитал Веб;2019-11-20T11:37:33+0300;3;6;Полный день;Полная занятость;"Нам требуется профессиональный сотрудник, имеющий опыт в данной сфере. Рассматриваются только резюме с портфолио!!!!! Обязанности:  Верстка адаптивных сайтов (по .psd), без использования фреймворков типа bootstrap;  Требования:   Знание HTML/HTML5, CSS/CSS3; Знание Javascript на уровне jQuery; Опыт валидной, кроссбраузерной и адаптивной верстки; Знание 1С Битрикс (желательно, будет преимуществом) Photoshop на уровне нарезки макетов; Внимательность к мелочам, аккуратность, ответственность, умение работать в команде; Желание учиться и развиваться Перспективы роста до FULL STACK разработчика!   Условия:  Стабильная, успешная, активно развивающаяся компания (входим в тор - 3 авторов на bitrix marketplace / 1 место по Санкт-Петербургу по продажам 1C-Bitrix / 3 место по России) золотой партнер Битрикс; призер конкурсов Рейтинг Рунета Сложные и интересные задачи, реальная возможность быстро профессионально расти и быстро сформировать отличное портфолио; Официальное трудоустройство, социальные гарантии, ДМС (мед. страховка) после испытательного срока При стаже работы в компании предоставляются дополнительные дни к отпуску и надбавки к окладу; Отпуск 28 дней, пятидневка, режим работы с 10.00 до 19.00 (можно скорректировать); Комфортный, стильный офис в пешей доступности от метро Парк Победы (зеленая парковая зона, современная техника, своя кухня, чай, кофе, печенье).  Заработная плата устанавливается по результатам собеседования в зависимости от опыта и квалификации соискателя Отличный коллектив, демократичная обстановка, вменяемое руководство; у нас по домашнему тепло и уютно и мы по настоящему рады каждому новому члену нашей команды     ";"  Стабильная, успешная, активно развивающаяся компания (входим в тор - 3 авторов на bitrix marketplace / 1 место по Санкт-Петербургу по продажам 1C-Bitrix / 3 место по России) золотой партнер Битрикс; призер конкурсов Рейтинг Рунета Сложные и интересные задачи, реальная возможность быстро профессионально расти и быстро сформировать отличное портфолио; Официальное трудоустройство, социальные гарантии, ДМС (мед. страховка) после испытательного срока При стаже работы в компании предоставляются дополнительные дни к отпуску и надбавки к окладу; Отпуск 28 дней, пятидневка, режим работы с 10.00 до 19.00 (можно скорректировать); Комфортный, стильный офис в пешей доступности от метро Парк Победы (зеленая парковая зона, современная техника, своя кухня, чай, кофе, печенье).  Заработная плата устанавливается по результатам собеседования в зависимости от опыта и квалификации соискателя Отличный коллектив, демократичная обстановка, вменяемое руководство; у нас по домашнему тепло и уютно и мы по настоящему рады каждому новому члену нашей команды     ";Внимательность к мелочам, аккуратность, ответственность, умение работать в команде. Желание учиться и развиваться. Перспективы роста до FULL STACK <highlighttext>разработчика</highlighttext>!;Верстка адаптивных сайтов (по .psd), без использования фреймворков типа bootstrap.;"HTML; CSS; CSS3; JavaScript; Adobe Photoshop; Ajax"
84;Аналитик-программист;Москва;70000.0;70000.0;ФГАУ Российский фонд технологического развития;2019-11-20T12:06:58+0300;3;6;Гибкий график;Полная занятость;Вакансия открыта в рамках проекта по интеграции людей с инвалидностью в общественную жизнь и в целях соблюдения требований ст.21 Федерального закона О социальной защите инвалидов Обязанности:  Сбор, обработка и анализ информации Верификация данных, свод отчетности Выявление и исправление ошибок в данных и в их рубрикации Участие в разработке и тестировании информационных систем с целью совершенствования процесса ведения нормативно-справочной информации Анализ исходных данных, формирование предложений/рекомендаций по улучшению качества ведения данных  Требования:  Высшее образование Знание методов сбора, оценки и анализа информации Знание программ ПК ( Word, Excel, Outlook) Аналитический склад ума  Условия:  Работа в государственном учреждении Полное соблюдение трудового законодательства ДМС, включая стоматологию Заработная плата белая, указан gross     ;  Работа в государственном учреждении Полное соблюдение трудового законодательства ДМС, включая стоматологию Заработная плата белая, указан gross     ;Высшее образование. Знание методов сбора, оценки и анализа информации. Знание программ ПК ( Word, Excel, Outlook). Аналитический склад ума.;Сбор, обработка и анализ информации. Верификация данных, свод отчетности. Выявление и исправление ошибок в данных и в их рубрикации. ;"Пользователь ПК; Работа с базами данных; Программирование; Тестирование пользовательского интерфейса"
52;Инженер-программист;Санкт-Петербург;70000.0;70000.0;ДИАЛОГ;2019-11-20T17:26:20+0300;1;3;Полный день;Полная занятость;"ООО «Диалог» - одна из крупнейших дистрибьюционно-логистических компаний в Северо-Западном регионе России, специализирующаяся на работе с продуктами питания . Обязанности:  Разработка Хранилища данных на платформе MS SQL Server; Разработка и сопровождение корпоративного программного обеспечения Разработка клиентских интерфейсов и шаблонов отчётов; Задачи разного уровня сложности, преимущественно связанные со складским и бухгалтерским учетом, внутренним документооборотом компаний, поддержкой внутренних бизнес-процессов, интеграции разнородных систем;    Требования:  Образование – высшее; Знание MS SQL, навыки написания и оптимизации сложных запросов, создании хранимых процедур, представлений; Опыт поддержки баз данных, разработки клиент-серверных приложений в MS SQL;   Знание T-SQL, VB script, Delphi, Java, C#/   Навыки разработки интерфейсов, аналитических отчётов.   Умение быстро ориентироваться в существующем коде; Опыт взаимодействия с Заказчиком при формировании бизнес-требований к разработке, при вводе систем в эксплуатацию и последующем сопровождении; Хорошие коммуникативные навыки, бесконфликтность, быстрая обучаемость, умение работать в команде, умение проводить технический анализ задачи, умение документировать свою работу.  Приветствуется  Знания в области интеграции различных систем, электронного обмена данными между приложениями Опыт работы с программами по ведению бухгалтерской и финансовой отчетности Опыт работы с XML ,JSON    Для нас важны такие качества как:  Умение планировать время и оценивать свои силы на поставленные задачи; Ответственность; Нацеленность на результат;    Условия:  Нормированный 8-часовой рабочий день понедельник-пятница с 9.00 до 18.00 5/2; Оформление согласно ТК РФ; Работа в команде профессионалов; Работа в Колпино. Развозка от м.Купчино.   ";"  Нормированный 8-часовой рабочий день понедельник-пятница с 9.00 до 18.00 5/2; Оформление согласно ТК РФ; Работа в команде профессионалов; Работа в Колпино. Развозка от м.Купчино.   ";Образование – высшее. Знание MS SQL, навыки написания и оптимизации сложных запросов, создании хранимых процедур, представлений. Опыт поддержки баз данных, разработки...;Разработка Хранилища данных на платформе MS SQL Server. Разработка и сопровождение корпоративного программного обеспечения. Разработка клиентских интерфейсов и шаблонов отчётов. ;
89;Стажер/программист-математик в области искусственного интеллекта (Data Science, Deep Learning);Екатеринбург;;70000.0;WSS-Consulting;2019-11-15T10:25:18+0300;0;0;Полный день;Полная занятость;  Требования:  Оконченное высшее образование или студент старших курсов, готовый работать полную рабочую неделю (40ч.) (вечернее/заочное отделение) Сильная математическая подготовка (матан, линейная алгебра) Базовые знание любого языка программирования Системное мышление, умение и желание решать логические задачи, продумывать алгоритмы Желание развиваться в области Data Science, Deep Learning    Мы предлагаем:  Обучение основам Deep Learning Задачи в области искусственного интеллекта  создание и обучение нейронных сетей для диагностики медицинских патологий по изображениям радиологии МРТ/КТ/Рентген и пр.) смысловой анализ текстов (договоров, приказов и пр.) распознавание речи, создание голосовых помощников для системы электронного документооборота   Полноценное использование ваших способностей на интересных и сложных задачах Профессиональный рост и развитие в самой перспективной области ближайшего десятилетия    Условия:  Стажировка с обучением занимает 3 месяц, при этом для контроля усвоения материала регулярно проводится выполнение тестовых заданий и опросы Работа на полный рабочий день в офисе Комфортабельный офис, в современном Бизнес-центре Чай, кофе в любое время в обеденной зоне ;  Обучение основам Deep Learning Задачи в области искусственного интеллекта  создание и обучение нейронных сетей для диагностики медицинских патологий по изображениям радиологии МРТ/КТ/Рентген и пр.) смысловой анализ текстов (договоров, приказов и пр.) распознавание речи, создание голосовых помощников для системы электронного документооборота   Полноценное использование ваших способностей на интересных и сложных задачах Профессиональный рост и развитие в самой перспективной области ближайшего десятилетия    Условия:  Стажировка с обучением занимает 3 месяц, при этом для контроля усвоения материала регулярно проводится выполнение тестовых заданий и опросы Работа на полный рабочий день в офисе Комфортабельный офис, в современном Бизнес-центре Чай, кофе в любое время в обеденной зоне ;Оконченное высшее образование или студент старших курсов, готовый работать полную рабочую неделю (40ч.) (вечернее/заочное отделение). Сильная математическая подготовка...;Обучение основам Deep Learning. Задачи в области искусственного интеллекта. Создание и обучение нейронных сетей для диагностики медицинских патологий по изображениям...;
90;Инженер-программист/ инженер-программист III категории;Санкт-Петербург;48200.0;66000.0;Вест-Инжиниринг;2019-11-19T12:10:56+0300;0;0;Полный день;Полная занятость;"Обязанности: - разработка программного обеспечения для программируемого логического контроллера (PLC), для верхнего уровня (HMI – панели оператора, SCADA – системы); - участие в подготовке документации к приемочным и приемо-сдаточным испытаниям; - участие в пусконаладочные работах на объекте; - участие в подборе оборудования и предложение различных технических решений. Требования: - в/о, с/о техническое. Возможно студенты последних курсов в/о; - наличие любого опыта в разработке и программировании программного обеспечения для HMI или PLC приветствуется; - желательно наличие опыта самостоятельной реализации проектов на оборудовании HMI и PLC следующих производителей: Siemens, Schneider, Pro-face, Omron, Wago. Условия: - офис расположен на ул. Маршала Новикова (от м. Пионерская, м. Комендантский пр. имеется развозка). - режим работы 5/2 с 09.30 до 18.00."; - офис расположен на ул. Маршала Новикова (от м. Пионерская, м. Комендантский пр. имеется развозка). - режим работы 5/2 с 09.30 до 18.00.;в/о, с/о техническое. Возможно студенты последних курсов в/о. - наличие любого опыта в разработке и программировании программного обеспечения...;разработка программного обеспечения для программируемого логического контроллера (PLC), для верхнего уровня (HMI – панели оператора, SCADA – системы). - участие в подготовке документации...;"АСУ ТП; AutoCAD; MS Visio; MS Excel"
11;Инженер-программист;Екатеринбург;55000.0;65000.0;НИПИГОРМАШ;2019-11-19T10:14:50+0300;1;3;Полный день;Полная занятость;Обязанности:  Поиск и устранение неисправностей на готовом изделии. Проверка алгоритмов работы оборудования. Диагностика, внесение корректировок в работу оборудования.  Требования:  Знание TIA Portal. Знание основ Pascal/Delphi. Понимание протоколов Modbus RTU/TCP. Понимание интерфейсов 4-20мА, RS485, CAN. Умение настраивать TPM фирмы OBEH. Понимание принципов работы частотных преобразователей и принципов их настройки. Личные качества: желание учиться и развиваться, 100% персональная ответственность за результаты работы. Готовность к командировкам.  Условия:  Мы предлагаем работу в динамично развивающейся компании с интересными международными проектами. Мы создаем комфортные условия для саморазвития обучения и профессионального роста. Профессиональное обучение за счет средств компании. Мы прозрачны и стабильны в рамках трудового законодательства. Выплата заработной платы 2 раза в месяц на банковскую карту. Ежегодная индексация, выплата 13 заработной платы. Место работы: Вторчермет. Уважаемые кандидаты! Опубликованные требования базовые и не являются исчерпывающими. ;  Мы предлагаем работу в динамично развивающейся компании с интересными международными проектами. Мы создаем комфортные условия для саморазвития обучения и профессионального роста. Профессиональное обучение за счет средств компании. Мы прозрачны и стабильны в рамках трудового законодательства. Выплата заработной платы 2 раза в месяц на банковскую карту. Ежегодная индексация, выплата 13 заработной платы. Место работы: Вторчермет. Уважаемые кандидаты! Опубликованные требования базовые и не являются исчерпывающими. ;Знание TIA Portal. Знание основ Pascal/Delphi. Понимание протоколов Modbus RTU/TCP. Понимание интерфейсов 4-20мА, RS485, CAN. ;Поиск и устранение неисправностей на готовом изделии. Проверка алгоритмов работы оборудования. Диагностика, внесение корректировок в работу оборудования.;
7;Инженер-программист;Тюмень;37000.0;63000.0;Связьтранснефть;2019-11-18T15:33:55+0300;3;6;Полный день;Полная занятость;Обязанности: Администрирование серверов Windows (Active Directory, DNS, DHCP, HyperV, MSSQL, PowerShell, GPO, WSUS, VMware, Citrix). СХД. Microsoft Exchange. Контроль и обеспечение резервного копирования и антивирусной безопасности на серверах. Работа в режиме ServiceDesk, исполнение запросов. Консультирование и техническая поддержка локальных и удаленных пользователей. Настройка и мелкий ремонт огртехники. Оформление документации, инструкций . Внедрение новых продуктов и решений.   Требования: высшее профессиональное образование, опыт работы не менее 3-х лет Условия: коллективный договор работа, ВРЕМЕННАЯ, на  1 год  ; коллективный договор работа, ВРЕМЕННАЯ, на  1 год  ;Администрирование серверов Windows (Active Directory, DNS, DHCP, HyperV, MSSQL, PowerShell, GPO, WSUS, VMware, Citrix). СХД. Microsoft Exchange. Высшее профессиональное образование...;Контроль и обеспечение резервного копирования и антивирусной безопасности на серверах. Работа в режиме ServiceDesk, исполнение запросов. Консультирование и техническая поддержка...;"Active Directory; Citrix; PowerShell; WSUS; Windows Server 2003"
85;Junior Web разработчик;Москва;20000.0;60000.0;Carbon Soft;2019-11-20T12:04:46+0300;1;3;Гибкий график;Полная занятость;Компания Carbon Soft ищет веб разработчика, идущего в ногу со временем и желающего постоянно развиваться. В основном наш коллектив состоит из молодых (20-29 лет) разработчиков, являющихся профессионалами в своих специализациях. Просьба прислать ссылку на GitHub/GitLab/другой ресурс со своими проектами. Обязанности:   Backend разработка веб-служб на Python.   Frontend верстка интерфейсов веб-служб.   Требования:   Любить программирование.   Опыт программирования на Python.   Знание git или другой системы контроля версий.   Опыт работы с Framework Django, Flask или подобными.   Умение работать с ОС Linux, СУБД.   Наличие аккаунта на GitHub с собственными проектами.   Желательные навыки:   Владение любым из перечисленных ниже навыков является плюсом.   Опыт программирования на SQL.   Знание Интернета, веб-технологий, фреймворков и т.д.   Привычка читать профессиональную литературу и развиваться.   Опыт интеграции сторонних сервисов через API.   Опыт программирования на Bash.   Условия:   Место работы: офис г. Москва в 6-ти минутах от м. проспект Вернадского.   8 часовой рабочий день (с 10:00 до 18:00 или с 11:00 до 19:00).   За счет компании: обеды, чай, кофе, плюшки, Playstation 4.   Оплачиваемое обучение и покупка литературы. Возможность бесплатно посещать IT-конференции по Вашей профессии.   Наши сотрудники любят не только программировать, но и проводить вместе свободное время: Playstation 4, бары, лыжи, скалодромы, каток.  ;   Место работы: офис г. Москва в 6-ти минутах от м. проспект Вернадского.   8 часовой рабочий день (с 10:00 до 18:00 или с 11:00 до 19:00).   За счет компании: обеды, чай, кофе, плюшки, Playstation 4.   Оплачиваемое обучение и покупка литературы. Возможность бесплатно посещать IT-конференции по Вашей профессии.   Наши сотрудники любят не только программировать, но и проводить вместе свободное время: Playstation 4, бары, лыжи, скалодромы, каток.  ;Любить программирование. Опыт программирования на Python. Знание git или другой системы контроля версий. Опыт работы с Framework Django, Flask или...;Backend разработка веб-служб на Python. Frontend верстка интерфейсов веб-служб.;"Python; HTML; HTML5; CSS; CSS3; JavaScript; Django Framework; Linux; Git; Flask; SQL"
40;Ведущий инженер/системный программист;Тюмень;30000.0;60000.0;ГАУ ТО ЦЗН города Тюмени и Тюменского района;2019-11-20T06:57:15+0300;0;0;Полный день;Полная занятость;"Обязанности:  Оформление задачи в бланке заявки на разработку/доработку Интернет-ресурса, экстренное устранение проблем в работе ресурсов АГТ, срочное устранение сбоев в работе сайтов, а также корректировка информации; разработка новых модулей, доработка и исправление модулей на официальном портале Администрации города Тюмени, муниципальных Интернет-ресурсах; разработка новых муниципальных Интернет-ресурсов; доработка скриптов для муниципальных Интернет-ресурсов; разработка скриптов для автоматизации обновления различных баз данных на официальном портале Администрации города Тюмени, муниципальных Интернет-ресурсах; разработка и согласование технических заданий; консультации по работе систем администрирования муниципальных Интернет-ресурсов.  Требования:   нет требований к стажу Стрессоустойчивость,Ответственность,Уверенный пользователь компьютера,Умение работать в команде   Высшее образование   знание: основ форматирования с использованием HTML, CSS, управление контентом с помощью XML, WEB-технологий; графических редакторов необходимых для верстки дизайна и макета (Adobe Photoshop); языков программирования (PHP, SQL, JavaScript). стандарты HTTP, сервер БД (MySQL), основ обеспечения комплексной безопасности веб-сервера.   Условия:   официальное трудоустройство, полный соц пакет   офис в центре города   все подробности по вакансии обсуждаются при собеседовании   адрес рабочего места, офис: г. Тюмень, ул. Первомайская   своевременная выплата заработной платы   стабильный доход, бюджетная организация   оклад  хороший, дружный коллектив ждем Ваши резюме ";   официальное трудоустройство, полный соц пакет   офис в центре города   все подробности по вакансии обсуждаются при собеседовании   адрес рабочего места, офис: г. Тюмень, ул. Первомайская   своевременная выплата заработной платы   стабильный доход, бюджетная организация   оклад  хороший, дружный коллектив ждем Ваши резюме ;Нет требований к стажу. Стрессоустойчивость,Ответственность,Уверенный пользователь компьютера,Умение работать в команде. Высшее образование. Знание: основ форматирования с использованием...;Оформление задачи в бланке заявки на разработку/доработку Интернет-ресурса, экстренное устранение проблем в работе ресурсов АГТ, срочное устранение сбоев...;
